User_id,Mf_id,Name,Plan,Category,Num_times_searched,Num_times_clicked,Time_spent,Added_watchlist,Purchased,watchlist_dummy_generator,purchased_dummy_ generator
2,10,Aditya Birla Sun Life MNC Fund - Direct Plan - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,3,10,298,0,0,13,10
2,184,L&T Short Term Bond Fund - GrowthShort Duration Fund,Regular,Short Duration Fund,10,11,77,0,0,10,6
2,85,Franklin India Bluechip Fund - GrowthLarge Cap Fund,Regular,Large Cap Fund,8,2,168,0,0,4,2
2,66,DSP Small Cap  Fund - Direct Plan - GrowthSmall Cap Fund,Direct Plan,Small Cap Fund,5,11,169,0,0,12,10
2,103,HDFC Tax Saver Fund - GrowthELSS,Regular,ELSS,3,9,149,0,0,12,15
2,117,ICICI Prudential Long Term Equity Fund (Tax Saving) - GrowthELSS,Regular,ELSS,19,8,169,0,0,13,11
2,22,Axis Midcap Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,16,2,214,0,0,8,15
2,97,HDFC Mid-Cap Opportunities Fund - GrowthMid Cap Fund,Regular,Mid Cap Fund,6,11,239,0,1,9,1
2,112,ICICI Prudential Bluechip Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,5,7,224,0,0,18,10
3,46,BOI AXA Manufacturing & Infrastructure Fund - Direct Plan - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,9,1,33,0,0,20,2
3,187,LIC MF Infrastructure Fund - Direct Plan - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,14,0,261,0,0,18,5
3,281,Taurus Taxshield - GrowthELSS,Regular,ELSS,1,1,145,0,0,4,9
3,147,Invesco India Largecap Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,12,6,211,1,0,1,12
3,222,PGIM India Large Cap Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,9,8,97,1,0,2,7
3,167,Kotak Infrastructure and Economic Reform Fund - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,12,0,210,0,0,4,5
3,125,IDBI Equity Advantage Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,8,2,81,1,1,2,1
3,258,Sundaram Infrastructure Advantage Fund - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,6,11,131,0,1,14,1
3,257,Sundaram Infrastructure Advantage Fund - Direct Plan - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,16,0,193,0,0,18,2
3,87,Franklin India Opportunities Fund - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,18,10,212,0,0,13,15
3,83,Franklin Build India Fund - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,19,1,266,0,0,10,11
3,262,Sundaram Rural and Consumption Fund - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,8,6,22,0,0,7,2
3,170,Kotak Tax Saver Scheme - Direct Plan - GrowthELSS,Direct Plan,ELSS,1,5,239,1,0,2,14
3,53,Canara Robeco Equity Tax Saver - Regular Plan - GrowthELSS,Regular,ELSS,4,3,55,0,0,12,6
3,292,UTI Long Term Equity Fund (Tax Saving) - GrowthELSS,Regular,ELSS,2,6,158,1,0,3,7
3,268,Tata India Tax Savings Fund - Regular Plan - GrowthELSS,Regular,ELSS,8,9,45,0,0,5,3
3,250,SBI Magnum Global Fund - Direct Plan - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,4,5,172,0,0,19,7
3,260,Sundaram Mid Cap Fund - GrowthMid Cap Fund,Regular,Mid Cap Fund,7,2,235,1,0,3,10
3,259,Sundaram Mid Cap Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,16,2,40,0,0,9,6
3,2,Aditya Birla Sun Life Frontline Equity Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,19,8,62,1,0,1,4
3,69,DSP Tax Saver Fund - Regular Plan - GrowthELSS,Regular,ELSS,20,5,15,0,0,12,8
3,101,HDFC Small Cap Fund - GrowthSmall Cap Fund,Regular,Small Cap Fund,15,11,254,1,0,2,14
3,211,Nippon India Large Cap Fund - GrowthLarge Cap Fund,Regular,Large Cap Fund,14,6,57,0,0,11,8
4,280,Taurus Taxshield - Direct Plan - GrowthELSS,Direct Plan,ELSS,20,7,194,0,0,17,2
4,141,Indiabulls Bluechip Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,12,6,177,0,0,14,13
4,54,Canara Robeco Infrastructure - Direct Plan - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,17,4,127,0,0,20,12
4,21,Axis Long Term Equity Fund - GrowthELSS,Regular,ELSS,14,8,279,1,0,1,12
4,194,LIC MF Tax Plan - GrowthELSS,Regular,ELSS,20,4,203,0,1,13,1
4,193,LIC MF Tax Plan - Direct Plan - GrowthELSS,Direct Plan,ELSS,17,8,153,1,0,2,3
4,108,HSBC Small Cap Equity Fund - Direct Plan - GrowthSmall Cap Fund,Direct Plan,Small Cap Fund,18,1,266,0,0,6,5
4,127,IDBI India Top 100 Equity Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,6,3,151,0,0,15,6
4,126,IDBI Equity Advantage Fund - GrowthELSS,Regular,ELSS,0,1,183,0,0,20,13
4,97,HDFC Mid-Cap Opportunities Fund - GrowthMid Cap Fund,Regular,Mid Cap Fund,19,10,137,0,0,6,5
4,191,LIC MF Short Term Debt Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,7,5,228,1,0,1,15
4,226,PGIM India Midcap Opportunities Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,6,1,74,1,0,2,2
4,50,Canara Robeco Bluechip Equity Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,7,4,234,0,0,5,7
4,70,DSP Top 100 Equity Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,14,3,198,0,0,5,15
4,26,Axis Small Cap Fund - Direct Plan - GrowthSmall Cap Fund,Direct Plan,Small Cap Fund,5,5,238,0,0,9,13
4,252,SBI Magnum Midcap Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,11,8,72,0,1,10,1
4,121,ICICI Prudential Multicap Fund - GrowthMulti Cap Fund,Regular,Multi Cap Fund,9,10,235,0,0,16,9
4,209,Nippon India Growth Fund - GrowthMid Cap Fund,Regular,Mid Cap Fund,2,2,159,0,0,18,8
4,164,Kotak Emerging Equity - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,11,9,175,0,0,9,11
4,220,Nippon India Tax Saver Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,11,7,17,1,0,2,14
4,3,Aditya Birla Sun Life Frontline Equity Fund - Regular Plan - GrowthLarge Cap Fund,Regular,Large Cap Fund,7,9,118,0,0,18,8
4,3,Aditya Birla Sun Life Frontline Equity Fund - Regular Plan - GrowthLarge Cap Fund,Regular,Large Cap Fund,19,9,115,0,0,13,5
4,18,Axis Bluechip Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,9,4,191,0,0,7,11
5,2,Aditya Birla Sun Life Frontline Equity Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,14,6,128,0,0,18,12
5,81,Essel Long Term Advantage Fund - GrowthELSS,Regular,ELSS,19,9,141,0,0,5,9
5,280,Taurus Taxshield - Direct Plan - GrowthELSS,Direct Plan,ELSS,5,10,35,0,0,17,11
5,2,Aditya Birla Sun Life Frontline Equity Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,16,3,129,0,0,18,7
5,282,Union Largecap Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,8,8,276,0,0,8,6
5,263,Sundaram Short Term Debt Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,12,10,214,1,0,1,4
5,222,PGIM India Large Cap Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,10,5,96,0,0,17,3
5,166,Kotak Infrastructure and Economic Reform Fund - Direct Plan - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,2,4,212,0,0,12,2
5,49,BOI AXA Tax Advantage Fund - Regular Plan - GrowthELSS,Regular,ELSS,1,8,51,0,0,14,9
5,7,Aditya Birla Sun Life Infrastructure Fund - Regular Plan - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,8,6,194,0,0,9,8
5,257,Sundaram Infrastructure Advantage Fund - Direct Plan - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,13,0,57,0,0,17,5
5,40,BNP Paribas Mid Cap Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,1,8,116,0,0,16,2
5,83,Franklin Build India Fund - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,17,3,183,0,0,17,12
5,57,Canara Robeco Short Duration Fund - Regular Plan - GrowthShort Duration Fund,Regular,Short Duration Fund,1,5,124,0,0,11,7
5,182,L&T Overnight Fund - GrowthOvernight Fund,Regular,Overnight Fund,12,10,243,0,0,17,13
5,155,Invesco India Tax Plan - Direct Plan - GrowthELSS,Direct Plan,ELSS,12,6,233,1,0,1,7
5,5,Aditya Birla Sun Life India GenNext Fund - Regular Plan - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,13,10,114,0,0,8,9
5,119,ICICI Prudential MidCap Fund - GrowthMid Cap Fund,Regular,Mid Cap Fund,5,1,78,1,0,3,14
5,70,DSP Top 100 Equity Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,0,2,4,1,0,1,4
5,268,Tata India Tax Savings Fund - Regular Plan - GrowthELSS,Regular,ELSS,17,5,256,0,0,5,12
5,185,L&T Tax Advantage Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,17,1,172,0,0,15,12
5,299,UTI Short Term Income Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,4,1,203,0,0,11,14
5,300,UTI Short Term Income Fund - Institutional - GrowthShort Duration Fund,Regular,Short Duration Fund,16,3,209,0,0,17,11
5,64,DSP Short Term Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,11,3,119,1,0,3,8
5,88,Franklin India Prima Fund - Direct - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,10,1,58,0,0,12,7
5,24,Axis Short Term Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,14,9,277,1,0,1,6
5,18,Axis Bluechip Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,17,9,235,0,0,16,9
5,19,Axis Bluechip Fund - GrowthLarge Cap Fund,Regular,Large Cap Fund,19,5,254,0,0,5,11
5,243,SBI Blue Chip Fund - Regular Plan - GrowthLarge Cap Fund,Regular,Large Cap Fund,7,9,44,0,0,5,12
6,30,Baroda Large Cap Fund - Plan A - GrowthLarge Cap Fund,Regular,Large Cap Fund,15,1,296,0,0,19,6
6,3,Aditya Birla Sun Life Frontline Equity Fund - Regular Plan - GrowthLarge Cap Fund,Regular,Large Cap Fund,19,2,220,0,0,20,9
6,255,SBI Short Term Debt Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,18,9,210,1,0,1,5
6,145,Invesco India Infrastructure Fund - Direct Plan - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,1,7,170,0,1,13,1
6,54,Canara Robeco Infrastructure - Direct Plan - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,1,4,210,0,0,16,12
6,20,Axis Long Term Equity Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,18,4,273,0,0,15,5
6,124,PGIM India Long Term Equity Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,2,9,237,1,0,3,12
6,49,BOI AXA Tax Advantage Fund - Regular Plan - GrowthELSS,Regular,ELSS,16,6,298,0,0,5,9
6,38,BNP Paribas Long Term Equity Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,11,6,188,0,0,17,8
6,39,BNP Paribas Long Term Equity Fund - GrowthELSS,Regular,ELSS,12,1,158,0,1,12,1
6,270,Tata Infrastructure Fund - Regular Plan - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,6,5,143,0,0,17,5
6,269,Tata Infrastructure Fund - Direct Plan - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,9,0,52,0,0,19,8
6,136,IDFC Infrastructure Fund - Regular Plan - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,4,2,113,0,0,16,6
6,136,IDFC Infrastructure Fund - Regular Plan - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,17,5,263,0,1,10,1
6,149,Invesco India Mid Cap Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,9,8,148,0,0,16,15
6,155,Invesco India Tax Plan - Direct Plan - GrowthELSS,Direct Plan,ELSS,12,4,234,0,0,7,6
6,53,Canara Robeco Equity Tax Saver - Regular Plan - GrowthELSS,Regular,ELSS,18,10,278,0,0,4,8
6,4,Aditya Birla Sun Life India GenNext Fund - Direct Plan - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,19,2,276,0,0,9,15
6,204,Motilal Oswal Long Term Equity Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,3,8,166,1,0,2,9
6,9,Aditya Birla Sun Life Midcap Fund - Regular Plan - GrowthMid Cap Fund,Regular,Mid Cap Fund,13,9,227,0,0,18,10
6,276,Tata Short Term Bond Fund - Regular Plan - GrowthShort Duration Fund,Regular,Short Duration Fund,8,1,172,0,0,19,5
6,275,Tata Short Term Bond Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,13,7,104,0,0,11,15
6,168,Kotak Small Cap Fund - Direct Plan - GrowthSmall Cap Fund,Direct Plan,Small Cap Fund,7,0,294,1,0,3,13
6,65,DSP Short Term Fund - Regular Plan - GrowthShort Duration Fund,Regular,Short Duration Fund,13,11,105,0,0,5,14
6,255,SBI Short Term Debt Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,19,6,168,0,0,16,2
6,102,HDFC Tax Saver Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,10,2,84,0,0,18,2
6,212,Nippon India Multicap Fund - Direct Plan - GrowthMulti Cap Fund,Direct Plan,Multi Cap Fund,0,6,123,1,0,2,8
6,17,Aditya Birla Sun Life Tax Relief 96 - Regular Plan - GrowthELSS,Regular,ELSS,19,7,93,1,0,2,15
6,99,HDFC Short Term Debt Fund - GrowthShort Duration Fund,Regular,Short Duration Fund,17,7,89,0,0,6,4
6,105,HDFC Top 100 Fund - GrowthLarge Cap Fund,Regular,Large Cap Fund,12,0,200,0,0,5,10
7,228,PGIM India Short Maturity Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,7,10,106,1,0,2,4
7,157,JM Large Cap Fund - (Direct) - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,5,5,75,0,0,13,12
7,232,Principal Short Term Debt Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,13,5,200,0,0,6,12
7,236,Quant Active Fund - Direct Plan - GrowthMulti Cap Fund,Direct Plan,Multi Cap Fund,19,4,161,0,0,13,10
7,284,Union Long Term Equity Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,15,2,4,0,0,16,5
7,197,Mahindra Manulife Multi Cap Badhat Yojana - Direct Plan - GrowthMulti Cap Fund,Direct Plan,Multi Cap Fund,0,4,261,0,0,12,8
7,6,Aditya Birla Sun Life Infrastructure Fund - Direct Plan - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,7,10,154,1,0,1,10
7,7,Aditya Birla Sun Life Infrastructure Fund - Regular Plan - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,8,6,199,0,1,4,1
7,39,BNP Paribas Long Term Equity Fund - GrowthELSS,Regular,ELSS,14,6,41,0,0,19,4
7,125,IDBI Equity Advantage Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,2,10,105,0,0,19,11
7,177,L&T India Large Cap Fund - GrowthLarge Cap Fund,Regular,Large Cap Fund,18,0,8,0,0,13,2
7,191,LIC MF Short Term Debt Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,1,8,237,0,1,8,1
7,138,IDFC Large Cap - Regular Plan - GrowthLarge Cap Fund,Regular,Large Cap Fund,8,2,243,0,0,18,7
7,179,L&T Infrastructure Fund - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,14,4,238,0,1,7,1
7,5,Aditya Birla Sun Life India GenNext Fund - Regular Plan - GrowthSectoral/Thematic,Regular,Sectoral/Thematic,11,2,108,1,0,3,13
7,161,Kotak Bluechip Fund - GrowthLarge Cap Fund,Regular,Large Cap Fund,6,3,177,0,0,7,6
7,118,ICICI Prudential MidCap Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,20,10,279,1,0,1,13
7,71,DSP Top 100 Equity Fund - Regular Plan - GrowthLarge Cap Fund,Regular,Large Cap Fund,13,11,258,0,0,9,14
7,91,Franklin India Short Term Income Plan - GrowthShort Duration Fund,Regular,Short Duration Fund,12,7,194,0,0,5,15
7,256,SBI Short Term Debt Fund - Regular Plan - GrowthShort Duration Fund,Regular,Short Duration Fund,19,10,247,0,0,18,5
7,69,DSP Tax Saver Fund - Regular Plan - GrowthELSS,Regular,ELSS,6,6,198,0,0,10,15
7,208,Nippon India Growth Fund - Direct Plan - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,12,6,112,0,0,7,7
7,18,Axis Bluechip Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,9,4,144,0,0,16,2
7,255,SBI Short Term Debt Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,10,6,22,0,0,7,10
8,33,Baroda Mid-cap Fund - Plan B (Direct) - GrowthMid Cap Fund,Direct Plan,Mid Cap Fund,19,3,113,0,0,14,3
8,81,Essel Long Term Advantage Fund - GrowthELSS,Regular,ELSS,8,0,131,0,0,6,11
8,157,JM Large Cap Fund - (Direct) - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,11,5,78,0,0,11,2
8,21,Axis Long Term Equity Fund - GrowthELSS,Regular,ELSS,13,11,280,0,0,16,7
8,54,Canara Robeco Infrastructure - Direct Plan - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,19,2,183,0,0,15,13
8,74,Edelweiss Long Term Equity Fund (Tax Savings) - Direct Plan - GrowthELSS,Direct Plan,ELSS,13,9,277,0,0,15,9
8,147,Invesco India Largecap Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,16,6,59,0,0,15,2
8,230,Principal Personal Tax Saver - Direct PlanELSS,Direct Plan,ELSS,1,2,188,0,0,19,2
8,223,PGIM India Large Cap Fund - GrowthLarge Cap Fund,Regular,Large Cap Fund,4,5,78,0,0,13,8
8,49,BOI AXA Tax Advantage Fund - Regular Plan - GrowthELSS,Regular,ELSS,3,1,234,0,0,11,13
8,177,L&T India Large Cap Fund - GrowthLarge Cap Fund,Regular,Large Cap Fund,0,9,19,1,0,3,3
8,177,L&T India Large Cap Fund - GrowthLarge Cap Fund,Regular,Large Cap Fund,5,5,47,1,0,1,11
8,152,Invesco India Multicap Fund - GrowthMulti Cap Fund,Regular,Multi Cap Fund,5,8,250,0,0,6,10
8,77,Edelweiss Mid Cap Fund - Regular Plan - GrowthMid Cap Fund,Regular,Mid Cap Fund,2,7,194,0,0,9,14
8,114,ICICI Prudential Infrastructure Fund - Direct Plan - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,7,1,122,0,0,12,6
8,178,L&T Infrastructure Fund - Direct Plan - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,16,11,197,0,0,8,13
8,154,Invesco India Short Term Fund - GrowthShort Duration Fund,Regular,Short Duration Fund,18,11,145,0,0,20,6
8,153,Invesco India Short Term Fund - Direct Plan - GrowthShort Duration Fund,Direct Plan,Short Duration Fund,0,3,103,0,0,11,3
8,160,Kotak Bluechip Fund - Direct Plan - GrowthLarge Cap Fund,Direct Plan,Large Cap Fund,15,0,190,0,0,9,3
8,168,Kotak Small Cap Fund - Direct Plan - GrowthSmall Cap Fund,Direct Plan,Small Cap Fund,2,0,154,0,0,7,2
8,185,L&T Tax Advantage Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,2,9,199,1,0,1,14
8,65,DSP Short Term Fund - Regular Plan - GrowthShort Duration Fund,Regular,Short Duration Fund,20,1,11,0,0,9,14
8,10,Aditya Birla Sun Life MNC Fund - Direct Plan - GrowthSectoral/Thematic,Direct Plan,Sectoral/Thematic,1,1,162,0,0,12,8
8,91,Franklin India Short Term Income Plan - GrowthShort Duration Fund,Regular,Short Duration Fund,14,1,178,0,0,7,10
8,202,Mirae Asset Tax Saver Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,10,5,149,0,0,5,2
8,68,DSP Tax Saver Fund - Direct Plan - GrowthELSS,Direct Plan,ELSS,19,2,5,0,0,15,13
8,103,HDFC Tax Saver Fund - GrowthELSS,Regular,ELSS,16,6,218,0,0,15,8
8,209,Nippon India Growth Fund - GrowthMid Cap Fund,Regular,Mid Cap Fund,15,4,219,0,0,18,7
8,25,Axis Short Term Fund - GrowthShort Duration Fund,Regular,Short Duration Fund,20,7,241,0,0,20,9
